Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,checkpoint-eqdz,branch-m64g,branch-jfu9,branch-n4qm,branch-vz7v,randomiser-q5z8,branch-gyqg,branch-lrfh,checkpoint-pq3t,checkpoint-p1b9,branch-pusb,Manipulation: Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response,Attempt,Correct,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,vocabItem,ANSWER
13,1765685470579,14/12/2025 04:11:10,1765685470067,-6,13/12/2025 22:11:10,250842,10,task-ytla,,51389729,6917346c854863a0b4e98872,14743176,,complete,,693ca528b55d6a5375917639,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 142.0.0.0,1512x982,1512x827,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,11,10,1,Screen 1,Zone1,response_text_entry,5608.299999952316,,something that is in the now,1,,,,,,,,vocabItems,Trend,
14,1765685478858,14/12/2025 04:11:18,1765685478327,-6,13/12/2025 22:11:18,250842,10,task-ytla,,51389729,6917346c854863a0b4e98872,14743176,,complete,,693ca528b55d6a5375917639,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 142.0.0.0,1512x982,1512x827,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,12,11,1,Screen 1,Zone1,response_text_entry,8250.199999928474,,the act of disagreeing,1,,,,,,,,vocabItems,Ruminate,
15,1765685487323,14/12/2025 04:11:27,1765685486790,-6,13/12/2025 22:11:26,250842,10,task-ytla,,51389729,6917346c854863a0b4e98872,14743176,,complete,,693ca528b55d6a5375917639,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 142.0.0.0,1512x982,1512x827,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,13,12,1,Screen 1,Zone1,response_text_entry,8453.800000071526,,Pass,1,,,,,,,,vocabItems,Extirpate,
16,1765685492928,14/12/2025 04:11:32,1765685492387,-6,13/12/2025 22:11:32,250842,10,task-ytla,,51389729,6917346c854863a0b4e98872,14743176,,complete,,693ca528b55d6a5375917639,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 142.0.0.0,1512x982,1512x827,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,14,13,1,Screen 1,Zone1,response_text_entry,5589.100000023842,,Pass,1,,,,,,,,vocabItems,Perfunctory,
17,1765685495444,14/12/2025 04:11:35,1765685495300,-6,13/12/2025 22:11:35,250842,10,task-ytla,,51389729,6917346c854863a0b4e98872,14743176,,complete,,693ca528b55d6a5375917639,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 142.0.0.0,1512x982,1512x827,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,Spreadsheet1,15,1,1,Screen 1,advancementZone,continue_button,2906.9000000953674,,,0,,,,,,,,vocabFinish,,
18,1765685495747,14/12/2025 04:11:35,1765685495302,-6,13/12/2025 22:11:35,250842,10,task-ytla,,51389729,6917346c854863a0b4e98872,14743176,,complete,,693ca528b55d6a5375917639,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 142.0.0.0,1512x982,1512x827,day1done,,,Vocab(task),2,,,audio-Success,,,B,attention_pass,,day1done,,eligible,Spreadsheet1,,,END TASK,,,,,157583,,,,,,,,,,,,,
1,1765682041470,14/12/2025 03:14:01,1765682041275,-8,13/12/2025 19:14:01,250842,10,task-ytla,,51389681,676d967fdcb045c99d113508,14743234,,complete,,693cab5bcc8b752fd12efdb0,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1512x982,1324x714,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,,,,,,,,,
2,1765682050420,14/12/2025 03:14:10,1765682050296,-8,13/12/2025 19:14:10,250842,10,task-ytla,,51389681,676d967fdcb045c99d113508,14743234,,complete,,693cab5bcc8b752fd12efdb0,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1512x982,1324x714,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,9002,,,0,,,,,,,,vocabInstructions,,
3,1765682079876,14/12/2025 03:14:39,1765682079759,-8,13/12/2025 19:14:39,250842,10,task-ytla,,51389681,676d967fdcb045c99d113508,14743234,,complete,,693cab5bcc8b752fd12efdb0,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1512x982,1324x714,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,advancementZone,continue_keyboard,29459,,,0,,,,,,,,vocabInstructions,,
4,1765682085208,14/12/2025 03:14:45,1765682085097,-8,13/12/2025 19:14:45,250842,10,task-ytla,,51389681,676d967fdcb045c99d113508,14743234,,complete,,693cab5bcc8b752fd12efdb0,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1512x982,1324x714,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,response_text_entry,5325.000000000007,, something you drive in.,,,,,,,,,vocabItems,Car,
5,1765682085412,14/12/2025 03:14:45,1765682085099,-8,13/12/2025 19:14:45,250842,10,task-ytla,,51389681,676d967fdcb045c99d113508,14743234,,complete,,693cab5bcc8b752fd12efdb0,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1512x982,1324x714,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,advancementZone,continue_button,5325.000000000007,,,0,,,,,,,,vocabItems,Car,
6,1765682094746,14/12/2025 03:14:54,1765682094630,-8,13/12/2025 19:14:54,250842,10,task-ytla,,51389681,676d967fdcb045c99d113508,14743234,,complete,,693cab5bcc8b752fd12efdb0,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1512x982,1324x714,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone1,response_text_entry,9523.999999999993,,an animal with wings that flies.,,,,,,,,,vocabItems,Bird,
7,1765682094915,14/12/2025 03:14:54,1765682094631,-8,13/12/2025 19:14:54,250842,10,task-ytla,,51389681,676d967fdcb045c99d113508,14743234,,complete,,693cab5bcc8b752fd12efdb0,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1512x982,1324x714,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,advancementZone,continue_button,9523.999999999993,,,0,,,,,,,,vocabItems,Bird,
8,1765682104855,14/12/2025 03:15:04,1765682104743,-8,13/12/2025 19:15:04,250842,10,task-ytla,,51389681,676d967fdcb045c99d113508,14743234,,complete,,693cab5bcc8b752fd12efdb0,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1512x982,1324x714,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,4,3,1,Screen 1,Zone1,response_text_entry,10102.999999999993,,A domesticated animal that lives with a human.,,,,,,,,,vocabItems,Pet,
9,1765682105020,14/12/2025 03:15:05,1765682104745,-8,13/12/2025 19:15:04,250842,10,task-ytla,,51389681,676d967fdcb045c99d113508,14743234,,complete,,693cab5bcc8b752fd12efdb0,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1512x982,1324x714,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,4,3,1,Screen 1,advancementZone,continue_button,10102.999999999993,,,0,,,,,,,,vocabItems,Pet,
10,1765682122031,14/12/2025 03:15:22,1765682121915,-8,13/12/2025 19:15:21,250842,10,task-ytla,,51389681,676d967fdcb045c99d113508,14743234,,complete,,693cab5bcc8b752fd12efdb0,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1512x982,1324x714,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,5,4,1,Screen 1,Zone1,response_text_entry,17166.000000000007,,A hollow object meant to reverberate sound when struck.,,,,,,,,,vocabItems,Bell,
11,1765682122203,14/12/2025 03:15:22,1765682121917,-8,13/12/2025 19:15:21,250842,10,task-ytla,,51389681,676d967fdcb045c99d113508,14743234,,complete,,693cab5bcc8b752fd12efdb0,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1512x982,1324x714,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,5,4,1,Screen 1,advancementZone,continue_button,17166.000000000007,,,0,,,,,,,,vocabItems,Bell,
12,1765682139213,14/12/2025 03:15:39,1765682139101,-8,13/12/2025 19:15:39,250842,10,task-ytla,,51389681,676d967fdcb045c99d113508,14743234,,complete,,693cab5bcc8b752fd12efdb0,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1512x982,1324x714,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,6,5,1,Screen 1,Zone1,response_text_entry,17179.000000000015,,A large water lizard,,,,,,,,,vocabItems,Alligator,
13,1765682139407,14/12/2025 03:15:39,1765682139102,-8,13/12/2025 19:15:39,250842,10,task-ytla,,51389681,676d967fdcb045c99d113508,14743234,,complete,,693cab5bcc8b752fd12efdb0,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1512x982,1324x714,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,6,5,1,Screen 1,advancementZone,continue_button,17179.000000000015,,,0,,,,,,,,vocabItems,Alligator,
14,1765682153856,14/12/2025 03:15:53,1765682153744,-8,13/12/2025 19:15:53,250842,10,task-ytla,,51389681,676d967fdcb045c99d113508,14743234,,complete,,693cab5bcc8b752fd12efdb0,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1512x982,1324x714,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,7,6,1,Screen 1,Zone1,response_text_entry,14636,,The warmest season of the year.,,,,,,,,,vocabItems,Summer,
15,1765682154040,14/12/2025 03:15:54,1765682153745,-8,13/12/2025 19:15:53,250842,10,task-ytla,,51389681,676d967fdcb045c99d113508,14743234,,complete,,693cab5bcc8b752fd12efdb0,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1512x982,1324x714,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,7,6,1,Screen 1,advancementZone,continue_button,14636,,,0,,,,,,,,vocabItems,Summer,
16,1765682161249,14/12/2025 03:16:01,1765682161140,-8,13/12/2025 19:16:01,250842,10,task-ytla,,51389681,676d967fdcb045c99d113508,14743234,,complete,,693cab5bcc8b752fd12efdb0,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1512x982,1324x714,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,8,7,1,Screen 1,Zone1,response_text_entry,7390,,The length of ten years.,,,,,,,,,vocabItems,Decade,
17,1765682161424,14/12/2025 03:16:01,1765682161141,-8,13/12/2025 19:16:01,250842,10,task-ytla,,51389681,676d967fdcb045c99d113508,14743234,,complete,,693cab5bcc8b752fd12efdb0,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1512x982,1324x714,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,8,7,1,Screen 1,advancementZone,continue_button,7390,,,0,,,,,,,,vocabItems,Decade,
18,1765682183477,14/12/2025 03:16:23,1765682183362,-8,13/12/2025 19:16:23,250842,10,task-ytla,,51389681,676d967fdcb045c99d113508,14743234,,complete,,693cab5bcc8b752fd12efdb0,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1512x982,1324x714,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,9,8,1,Screen 1,Zone1,response_text_entry,22215,,An activity that is meant to span over generations.,,,,,,,,,vocabItems,Tradition,
19,1765682183648,14/12/2025 03:16:23,1765682183364,-8,13/12/2025 19:16:23,250842,10,task-ytla,,51389681,676d967fdcb045c99d113508,14743234,,complete,,693cab5bcc8b752fd12efdb0,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1512x982,1324x714,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,9,8,1,Screen 1,advancementZone,continue_button,22215,,,0,,,,,,,,vocabItems,Tradition,
20,1765682200700,14/12/2025 03:16:40,1765682200598,-8,13/12/2025 19:16:40,250842,10,task-ytla,,51389681,676d967fdcb045c99d113508,14743234,,complete,,693cab5bcc8b752fd12efdb0,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1512x982,1324x714,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,10,9,1,Screen 1,Zone1,response_text_entry,17227,,Doing something on the fly.,,,,,,,,,vocabItems,Improvise,
21,1765682200880,14/12/2025 03:16:40,1765682200599,-8,13/12/2025 19:16:40,250842,10,task-ytla,,51389681,676d967fdcb045c99d113508,14743234,,complete,,693cab5bcc8b752fd12efdb0,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1512x982,1324x714,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,10,9,1,Screen 1,advancementZone,continue_button,17227,,,0,,,,,,,,vocabItems,Improvise,
22,1765682208777,14/12/2025 03:16:48,1765682208671,-8,13/12/2025 19:16:48,250842,10,task-ytla,,51389681,676d967fdcb045c99d113508,14743234,,complete,,693cab5bcc8b752fd12efdb0,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1512x982,1324x714,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,11,10,1,Screen 1,Zone1,response_text_entry,8066,,Something that is popular amongst many people,,,,,,,,,vocabItems,Trend,
23,1765682208960,14/12/2025 03:16:48,1765682208672,-8,13/12/2025 19:16:48,250842,10,task-ytla,,51389681,676d967fdcb045c99d113508,14743234,,complete,,693cab5bcc8b752fd12efdb0,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1512x982,1324x714,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,11,10,1,Screen 1,advancementZone,continue_button,8066,,,0,,,,,,,,vocabItems,Trend,
24,1765682221728,14/12/2025 03:17:01,1765682221611,-8,13/12/2025 19:17:01,250842,10,task-ytla,,51389681,676d967fdcb045c99d113508,14743234,,complete,,693cab5bcc8b752fd12efdb0,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1512x982,1324x714,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,12,11,1,Screen 1,Zone1,response_text_entry,12935,,To wallow in ones down/sad feelings.,,,,,,,,,vocabItems,Ruminate,
25,1765682221880,14/12/2025 03:17:01,1765682221613,-8,13/12/2025 19:17:01,250842,10,task-ytla,,51389681,676d967fdcb045c99d113508,14743234,,complete,,693cab5bcc8b752fd12efdb0,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1512x982,1324x714,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,12,11,1,Screen 1,advancementZone,continue_button,12935,,,0,,,,,,,,vocabItems,Ruminate,
26,1765682229965,14/12/2025 03:17:09,1765682229860,-8,13/12/2025 19:17:09,250842,10,task-ytla,,51389681,676d967fdcb045c99d113508,14743234,,complete,,693cab5bcc8b752fd12efdb0,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1512x982,1324x714,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,13,12,1,Screen 1,Zone1,response_text_entry,8242,,I don't know what this means.,,,,,,,,,vocabItems,Extirpate,
27,1765682230150,14/12/2025 03:17:10,1765682229861,-8,13/12/2025 19:17:09,250842,10,task-ytla,,51389681,676d967fdcb045c99d113508,14743234,,complete,,693cab5bcc8b752fd12efdb0,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1512x982,1324x714,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,13,12,1,Screen 1,advancementZone,continue_button,8242,,,0,,,,,,,,vocabItems,Extirpate,
28,1765682243464,14/12/2025 03:17:23,1765682243350,-8,13/12/2025 19:17:23,250842,10,task-ytla,,51389681,676d967fdcb045c99d113508,14743234,,complete,,693cab5bcc8b752fd12efdb0,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1512x982,1324x714,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,14,13,1,Screen 1,Zone1,response_text_entry,13485,,To perform perfectly in function,,,,,,,,,vocabItems,Perfunctory,
29,1765682243658,14/12/2025 03:17:23,1765682243352,-8,13/12/2025 19:17:23,250842,10,task-ytla,,51389681,676d967fdcb045c99d113508,14743234,,complete,,693cab5bcc8b752fd12efdb0,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1512x982,1324x714,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,14,13,1,Screen 1,advancementZone,continue_button,13485,,,0,,,,,,,,vocabItems,Perfunctory,
30,1765682245392,14/12/2025 03:17:25,1765682245282,-8,13/12/2025 19:17:25,250842,10,task-ytla,,51389681,676d967fdcb045c99d113508,14743234,,complete,,693cab5bcc8b752fd12efdb0,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1512x982,1324x714,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,15,1,1,Screen 1,advancementZone,continue_button,1928.000000000029,,,0,,,,,,,,vocabFinish,,
31,1765682245562,14/12/2025 03:17:25,1765682245285,-8,13/12/2025 19:17:25,250842,10,task-ytla,,51389681,676d967fdcb045c99d113508,14743234,,complete,,693cab5bcc8b752fd12efdb0,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1512x982,1324x714,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,,,END TASK,,,,,204010,,,,,,,,,,,,,
1,1765688777260,14/12/2025 05:06:17,1765688779036,-5,14/12/2025 00:06:19,250842,10,task-ytla,,51389771,676c45d92368330a2c254895,14743243,,complete,,693e444fa634b66245dfc0a7,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1035x541,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,,,,,,,,,
2,1765688783834,14/12/2025 05:06:23,1765688785657,-5,14/12/2025 00:06:25,250842,10,task-ytla,,51389771,676c45d92368330a2c254895,14743243,,complete,,693e444fa634b66245dfc0a7,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1035x541,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,6552.9000000059605,,,0,,,,,,,,vocabInstructions,,
3,1765688805650,14/12/2025 05:06:45,1765688807490,-5,14/12/2025 00:06:47,250842,10,task-ytla,,51389771,676c45d92368330a2c254895,14743243,,complete,,693e444fa634b66245dfc0a7,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1035x541,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,advancementZone,continue_keyboard,21825.40000000596,,,0,,,,,,,,vocabInstructions,,
4,1765688843413,14/12/2025 05:07:23,1765688845242,-5,14/12/2025 00:07:25,250842,10,task-ytla,,51389771,676c45d92368330a2c254895,14743243,,complete,,693e444fa634b66245dfc0a7,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1035x541,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,response_text_entry,37730.29999999702,,A machine with engine and wheels used for transportation,,,,,,,,,vocabItems,Car,
5,1765688843580,14/12/2025 05:07:23,1765688845243,-5,14/12/2025 00:07:25,250842,10,task-ytla,,51389771,676c45d92368330a2c254895,14743243,,complete,,693e444fa634b66245dfc0a7,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1035x541,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,advancementZone,continue_button,37730.29999999702,,,0,,,,,,,,vocabItems,Car,
6,1765688877731,14/12/2025 05:07:57,1765688879578,-5,14/12/2025 00:07:59,250842,10,task-ytla,,51389771,676c45d92368330a2c254895,14743243,,complete,,693e444fa634b66245dfc0a7,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1035x541,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone1,response_text_entry,34325,,An animal with wings and beak that can fly ,,,,,,,,,vocabItems,Bird,
7,1765688877864,14/12/2025 05:07:57,1765688879579,-5,14/12/2025 00:07:59,250842,10,task-ytla,,51389771,676c45d92368330a2c254895,14743243,,complete,,693e444fa634b66245dfc0a7,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1035x541,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,advancementZone,continue_button,34325,,,0,,,,,,,,vocabItems,Bird,
8,1765688924134,14/12/2025 05:08:44,1765688925985,-5,14/12/2025 00:08:45,250842,10,task-ytla,,51389771,676c45d92368330a2c254895,14743243,,complete,,693e444fa634b66245dfc0a7,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1035x541,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,4,3,1,Screen 1,Zone1,response_text_entry,46398.10000000894,,A domesticated animal that is raised indoors and can be a companion,,,,,,,,,vocabItems,Pet,
9,1765688924270,14/12/2025 05:08:44,1765688925987,-5,14/12/2025 00:08:45,250842,10,task-ytla,,51389771,676c45d92368330a2c254895,14743243,,complete,,693e444fa634b66245dfc0a7,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1035x541,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,4,3,1,Screen 1,advancementZone,continue_button,46398.10000000894,,,0,,,,,,,,vocabItems,Pet,
10,1765689016428,14/12/2025 05:10:16,1765689018265,-5,14/12/2025 00:10:18,250842,10,task-ytla,,51389771,676c45d92368330a2c254895,14743243,,complete,,693e444fa634b66245dfc0a7,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1035x541,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,5,4,1,Screen 1,Zone1,response_text_entry,92261.5,,An item that makes a sound when it is moved or shaken,,,,,,,,,vocabItems,Bell,
11,1765689016570,14/12/2025 05:10:16,1765689018266,-5,14/12/2025 00:10:18,250842,10,task-ytla,,51389771,676c45d92368330a2c254895,14743243,,complete,,693e444fa634b66245dfc0a7,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1035x541,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,5,4,1,Screen 1,advancementZone,continue_button,92261.5,,,0,,,,,,,,vocabItems,Bell,
12,1765689071357,14/12/2025 05:11:11,1765689073201,-5,14/12/2025 00:11:13,250842,10,task-ytla,,51389771,676c45d92368330a2c254895,14743243,,complete,,693e444fa634b66245dfc0a7,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1035x541,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,6,5,1,Screen 1,Zone1,response_text_entry,54925.70000000298,,an animal with scales and large jaws that inhabits the swamp,,,,,,,,,vocabItems,Alligator,
13,1765689071511,14/12/2025 05:11:11,1765689073202,-5,14/12/2025 00:11:13,250842,10,task-ytla,,51389771,676c45d92368330a2c254895,14743243,,complete,,693e444fa634b66245dfc0a7,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1035x541,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,6,5,1,Screen 1,advancementZone,continue_button,54925.70000000298,,,0,,,,,,,,vocabItems,Alligator,
14,1765689111844,14/12/2025 05:11:51,1765689113689,-5,14/12/2025 00:11:53,250842,10,task-ytla,,51389771,676c45d92368330a2c254895,14743243,,complete,,693e444fa634b66245dfc0a7,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1035x541,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,7,6,1,Screen 1,Zone1,response_text_entry,40477.60000000894,,A season of the year when it is sunny and hotter,,,,,,,,,vocabItems,Summer,
15,1765689112067,14/12/2025 05:11:52,1765689113690,-5,14/12/2025 00:11:53,250842,10,task-ytla,,51389771,676c45d92368330a2c254895,14743243,,complete,,693e444fa634b66245dfc0a7,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1280x720,1035x541,day1done,,,Vocab(task),2,day1done,attention_pass,audio-Success,,,A,,,,,eligible,Spreadsheet1,Spreadsheet1,7,6,1,Screen 1,advancementZone,continue_button,40477.60000000894,,,0,,,,,,,,vocabItems,Summer,
